obj_plate_obj_ID,obj_plate,obj_plate_roman,obj_plate_num,obj_geo_B-U-S,obj_block,obj_house,obj_house_roman,obj_room,obj_geo_B-U-S_2,obj_block2,obj_house2_roman,obj_house2,obj_room2,obj_geo_STRT-S,obj_street_abbr,obj_street,obj_st_num_2dig,obj_st_num,obj_level_ft,obj_time_cat,obj_admin_blockorigtext,obj_admin_room2origtext,obj_admin_blockadj,obj_admin_blocksub,obj_admin_roomadj,obj_admin_datanotes,obj_source_cat,obj_category,addl_type,addl_description,addl_dimension,bead_Len_or_Ht_in,bead_width_in,bead_Thickness_in,bead_Diameter_in,bead_Pottery,bead_Shell,bead_Falence,bead_Vltreous_paste,bead_Paste,bead_Steatite,bead_Gold,bead_Silver,bead_Copper_or_Bronze,bead_Carnelian,bead_Lapls_lazuli,bead_Jasper,bead_Quartz,bead_Green_felspar,bead_Onyx,bead_Agate,bead_Haematte,bead_Limestone,bead_Serpentine,bead_Breccia,bead_Turquoise,metl_type,metl_copper,metl_bronze,metl_length_in,metl_width_in,metl_thickness_of_tang_in,metl_thickness_of_blade_in,metl_height_in,metl_diameter_in,ptip_thickness_in,ptip_width_in,ptip_length_in,ptip_slips_lt_red,ptip_slips_dark_red,ptip_slips_cream_or_white,ptip_slips_green,ptip_slips_pink,ptip_degrainssants_sand,ptip_degrainssants_mica,ptip_degrainssants_lime,ptip_degrainssants_dirt,ptip_paints_black,ptip_paints_red,ptip_paints_green,ptip_paints_yellow,ptip_paints_white,ptip_width_and_length_orig,ptup_field_No,ptup_slips_lt_red,ptup_slips_dark_red,ptup_slips_cream_or_white,ptup_slips_green,ptup_slips_pink,ptup_degrainssants_sand,ptup_degrainssants_mica,ptup_degrainssants_lime,ptup_degrainssants_dirt,ptup_paints_black,ptup_paints_red,ptup_paints_green,ptup_paints_yellow,ptup_paints_white,ptup_height,ptup_length,ptup_breadth,ptup_thickness,ptpb_type,ptpb_field_No,ptpb_pastes_lt_red,ptpb_pastes_pink,ptpb_pastes_grey,ptpb_pastes_drab,ptpb_slips_crown_or_white,ptpb_slips_red,ptpb_slips_brown_or_purple,ptpb_slips_black,ptpb_slips_pink,ptpb_degrainssants_sand,ptpb_degrainssants_mica,ptpb_degrainssants_lime,ptpb_degrainssants_dirt,ptpb_paints_black,ptpb_paints_purple_black,ptpb_paints_red,ptpb_paints_white,ptpb_trimming,seal_type,seal_material,seal_dimensions_L_in,seal_dimensions_W_in,seal_dimensions_T_in,seal_dimensions_in_orig
074-001-X,074,LXXIV,1,14-X-01-04-X,14,01,I,4,,,,,,,,,,,-8.2,Late III,14,4,14,,04,,Additional_Objects_M,Animals,Model animal,"Pottery, without a slip. This bird is probably a model of a fowl, but some would see in it a species of goose. ","2.2"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-002-X,074,LXXIV,2,13-X-02-07-X,13,02,II,7,,,,,,,,,,,-9.2,Late III,13,7,13,,07,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. A fowl or dove on a narrow pedestal, A hole, 0.2"" in diameter, in the back near the tail produces a whistle if blown into.","2.9"" high. A hole, 0.2"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-003-X,074,LXXIV,3,13-X-03-19-X,13,03,III,19,,,,,,,,,,,-6,Late II,13,19,13,,19,,Additional_Objects_M,Animals,Model animal,"Pottery, with no slip. A brid's head and neck, identified by the Zoological survey as representing a pheasant. Carefully modelled.  knofe was used to remove surplus material.","Present height 1.32""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-004-X,074,LXXIV,4,25-X-02-15-X,25,02,II,15,,,,,,,,,,,-8.4,Late III,25,15,25,,15,,Additional_Objects_M,Animals,Model animal,"Pottery, with a red slip. A dove, as shown by its fan-shaped tail. The base of the pedestal on which it once stood is missing. ","1.55"" high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-005-X,074,LXXIV,5,18-X-00-110-X,18,00,,110,,,,,,,,,,,-5.8,Late II,18,110,18,,110,3-digit room,Additional_Objects_M,Animals,Model animal,"Pottery, with traces of a fine white slip which was doubtless one coloured; indeed, a black a pigmet still remains in the incisions on the tail. The set of the tail and the remains of a comb  leave no doubt that this little model has the characteristics of gallus domesticus. The wings droop slightly and there are two holes to take stick legs. Carefully modelled, with the feathrs indicated by incised lines. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-006-X,074,LXXIV,6,14-X-02-16-X,14,02,II,16,,,,,,,,,,,-5,Late II,14,16,14,,16,,Additional_Objects_M,Animals,Model animal,"Vitreous paste, with no trace of colour. Couchant figure of a ram with a hole pierced laterally through the shoulders for suspensions. Made in a mould and rather roughly finished. ","0.99"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-007-X,074,LXXIV,7,14-X-00-30-X,14,00,,30,15-X-00-13-X,15,,,13,,,,,,-6.9,Late II,14&15,30&13,14,,30,,Additional_Objects_M,Animals,Model animal,"Pottery, thickly coated with a red slip. The movable arm of a figure. Somewhat roughly made, with no attempt to represent the hand. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-008-X,074,LXXIV,8,23-X-01-01-X,23,01,I,1,,,,,,,,,,,-6.9,Late II,23,1,23,,01,,Additional_Objects_M,Animals,Model animal,"Pottery, with traces of a cream slip. The hollow head of a bull with the horns and one ear missing. ","3.53"" high. Hole in base, 0.3"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-009-X,074,LXXIV,9,,SURFACE,,,,,,,,,,,,,,-4.4,Late Ib,SURFACE,,SURFACE,,0,"check location (""surface""?)",Additional_Objects_M,Animals,Model animal,"Glazed paste, with no trace of colour. A bird with outstretched wings, seen from above with the head to the right. Has a hole at the back to thread it on a necklace. ","1"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-010-X,074,LXXIV,10,,SURFACE,,,,,,,,,,,,,,-4.4,Late Ib,SURFACE,,SURFACE,,0,"check location (""surface""?)",Additional_Objects_M,Animals,Model animal,"Glazed paste, with no trace of colour. A bird with outstretched wings, seen from above with the head to the right. Has a hole at the back to thread it on a necklace. ","1"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-011-X,074,LXXIV,11,09-X-10-85-X,9,10,X,85,,,,,,,,,,,-6.6,Late II,9,85,09,,85,,Additional_Objects_M,Animals,Model animal,"Shell. A very carefully carved bull''s head with sockets for the eyes, ears and horns, which were doubtless made of some rare material afterwards removed. This head was probably cemented by the flat surface at the back to a body.  ","0.9"" high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-012-X,074,LXXIV,12,18-X-00-07-X,18,00,,7,,,,,,,,,,,-5.7,Late II,18,7,18,,07,,Additional_Objects_M,Animals,Model animal,"Shell. A very similar head to the above, but not nearly so well finished as there are sockets for the horns only. ","1.3"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-013-X,074,LXXIV,13,14-X-04-29-X,14,04,IV,29,,,,,,,,,,,-3.2,Late Ib,14,29,14,,29,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. This model animal is a well-pierced hole, passes through the figure from back to front. Another hole, of similar diameter passes upwards from the soles of the feet to support the figure on a rod. It can hardly have been intended to take a cord as teh centre of gravity would have been too low. There are merely deep holes at front and back. ","2.5"" high. This model animal is a well-pierced hole, 0.14"" in diameter. Another hole, of similar diameter but 0.95"" deep. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-018-X,074,LXXIV,18,14-X-03-19-X,14,03,III,19,,,,,,,,,,,-4.8,Late Ib,14,19,14,,19,,Additional_Objects_M,Animals,Model animal,Bronze. Found in the vase seen in association with many other copper and bronze objects.,"2.18"" long by 2.1"" high, including the tang. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-019-X,074,LXXIV,19,14-X-03-19-X,14,03,III,19,,,,,,,,,,,-4.8,Late Ib,14,19,14,,19,,Additional_Objects_M,Animals,Model animal,Bronze. Found in the vase seen in association with many other copper and bronze objects.,"2.18"" long by 2.1"" high, including the tang. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074-020-X,074,LXXIV,20,14-X-02-08-X,14,02,II,8,,,,,,,,,,,-5.9,Late II,14,8,14,,08,,Additional_Objects_M,Animals,Model animal,"Hard, vitreous paste with a yellow surface and white in the interior, with the traces here and there of green glaze. Unfortunately, this model is badly broken and the fore-legs and head are missing. The broad, flat ears laid back against the body show it to represent a hare.","Now 1.38"" long. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-001-X,077,LXXVII,1,,,00,,,,,,,,FRST-10-X,FRST,First Street,10,10,-10,Intermediate I,,,0,,0,check location to confirm  only Street no Block,Additional_Objects_M,Animals,Model animal,"Bronze(?) Antelope with cery slightly curved horns, identified by some as the indian gazelie. This model was carefully cast and finished, but corrosion has obscured some of the details. ALl four hooves have disappeared. The attitude with the head slightly raised is very natural; the animal is evidently alert. ","Length 1.4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-002-X,077,LXXVII,2,07-X-07-58-X,7,07,VII,58,,,,,,,,,,,-9.4,Late III,7,58,07,,58,,Additional_Objects_M,Animals,Model animal,"Pottery, with a dark red slip. An animal with short straight horns which may have been intended to be an antelope, though it has a long tail. Round pellets for eyes but no other details of face or body shown. ","4.1"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-003-X,077,LXXVII,3,09-X-10-83-X,9,10,X,83,,,,,,,,,,,-5.2,Late II,9,83,09,,83,,Additional_Objects_M,Animals,Model animal,"Pottery, with no slip nor traces of colour. With its downward drooped wings, this may represent a dove. Two holes in the base of the figure just below the neck evidently took small peg legs. Very careful work as though made in a mould and touched up afterwards. ","Length 2.32""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-004-X,077,LXXVII,4,03-X-00-00-X,3,00,,,04-X-00-00-X,4,,,,,,,,,-9.4,Late III,3&4,,03,,00,,Additional_Objects_M,Animals,Model animal,"Pottery, with a red slip. A bird resembling the ordinary domestic fowl set on a little pedestal with a flat base. Though its light weight suggests that the body is hollow, it does not seem to have been a rattle. Round pellet eyes, and tail much like that of the jungle cock.","2.8"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-005-X,077,LXXVII,5,08-X-03-46-X,8,03,III,46,,,,,,,,,,,-4.8,Late Ib,8,46,08,,46,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. Roughly modelled bird, probably a dove, on a small stand with a concave base. No details except pellets for eyes. ","Height 1.41""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056-054-X,056,LVI,54,10-X-02-26-X,10,02,II,26,,,,,,,,,,,-11.1,Intermediate I,10,,10,,26,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,DK. 7303,,,1,,,,,1,,,,,,,,,,,,,,,,
077-007-X,077,LXXVII,7,07-X-09-30-X,7,09,IX,30,,,,,,,,,,,-11.6,Intermediate I,7,30,07,,30,,Additional_Objects_M,Animals,Model animal,"Pottery, with neither slip nor traces of colouring. Very careful work as if made in a mould and trimmed up afterwards. Possiblyy a dove. Of the three holes in the base, two evidently took the stick legs and the third a support to be fixted in a pedestal. ","1.65"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-008-X,077,LXXVII,8,08-A-00-33-X,8A,00,,33,,,,,,,,,,,-3.9,Late Ib,8A,33,08,A,33,,Additional_Objects_M,Animals,Model animal,"Light yellow steatite. This little figure which seems to be unfinished has quite a Sumerian look about it. It is evidently intended to represent a ram in a conchant attitute, models of which, nearly always faience, are fairly common at Mohenjo-daro. Though there is no perforation, it was probably intended like No. 9 to be worn as an amulet. ","1.1"" long. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-009-X,077,LXXVII,9,09-X-09-66-X,9,09,IX,66,,,,,,,,,,,-10.8,Intermediate I,9,66,09,,66,,Additional_Objects_M,Animals,Model animal,"Faience, with traces of apple-green glaze. Eyes and nostrils indicated by small pittings and the mouth by a cut. Perforated longtitudinlly, and obviously intended to be worn on a cord as an amulet. Very roughly finsihed. ","1.02"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058-004-X,058,LVIII,4,04-X-00-00-X,4,00,,,07-X-00-00-X,7,,,,,,,,,-11.7,Intermediate I,4 & 7,,04,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,DK. 6720,1,,,,,,1,,,,,,,,,,,,,,,,,
077-011-X,077,LXXVII,11,08-X-03-50-X,8,03,III,50,,,,,,,,,,,-11.8,Intermediate I,8,50,08,,50,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. Dove with outstretched wings and tall, mounted on a pedestal with a flared concave base, in which there is a roughly made vertical hole. Quite well finished, though with no small details save the eound pellet eyes. Part of the tail is missing. ","2.75"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-012-X,077,LXXVII,12,08-X-03-46-X,8,03,III,46,,,,,,,,,,,-4.3,Late Ib,8,46,08,,46,,Additional_Objects_M,Animals,Model animal,"Pottery, with slight traces of red and green paint on a white slip. This object is shown from underneath, as the upper part is comparatively flat. The two holes took the stick legs. As the head is missing, we cannot identify this bird.","2.25"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-013-X,077,LXXVII,13,03-X-00-00-X,3,00,,,04-X-00-00-X,4,,,,,,,,,-9.6,Late III,3&4,,03,,00,,Additional_Objects_M,Animals,Model animal,"Vitreous paste, now white. A couchant ram perforated from side to side at the shoulers to serve as a necklace amulet, Rather roughly modelled. ","1"" long. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-014-X,077,LXXVII,14,07-X-04-19-X,7,04,IV,19,,,,,,,,,,,-11.5,Intermediate I,7,19,07,,19,,Additional_Objects_M,Animals,Model animal,"Pottery, with a red wash. Heas with the long, spiral, laterla horns of a goat, an animal which seems to have been sacred among the Indus Valley people. It seems to have been supported on a stick, for which there is a rough hole. No details other than round eyes and quite indefinite ears are to be seen. ",3.15: across the horns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-015-X,077,LXXVII,15,09-X-04-06-X,9,04,IV,6,,,,,,,,,,,-6.8,Late II,9,6,09,,06,,Additional_Objects_M,Animals,Model animal,"Bronze(?) Figure of a eam in couchant position. Though carefully made, corrosion has removed much of the detail. A small pit on the shoulders suggests that it was intended to drill a hole to take a cord.","1.28"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-016-X,077,LXXVII,16,12-X-04-11-X,12,04,IV,11,,,,,,,,,,,-11.9,Intermediate I,12,11,12,,11,,Additional_Objects_M,Animals,Model animal,"Bronze. Dog with a short, powerful-looking muzzle and the tail tightly curled. A thick collar seen round the neck. Evidently well modelled, though it has suffered greatly from salt. ","0.7"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-017-X,077,LXXVII,17,09-X-00-90-X,9,00,,90,18-X-00-30-X,18,,,30,,,,,,-8.2,Late III,9&18,90&30,09,,90,,Additional_Objects_M,Animals,Model animal,"Pottery. Small dog with a curled tail and lop ears. Nostrils and mouth not indicated, but the eyes are represented by round pellets. Roughly modelled, possibly a child. ","1.18"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-018-X,077,LXXVII,18,09-X-03-29-X,9,03,III,29,,,,,,,,,,,-1.9,Late Ia,9,29,09,,29,,Additional_Objects_M,Animals,Model animal,"Pottery, formerly covered with a red wash. A curious, dog-like beast with broad erect ears and a very definite beard roughly incised to represent the separate hairs. Both ears adn nostrils are further elaborated by holes. The pellet eyes are now missing, and so is the rial. ","3.5"" long.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-019-X,077,LXXVII,19,09-X-09-65-X,9,09,IX,65,,,,,,,,,,,-11.5,Intermediate I,9,65,09,,65,,Additional_Objects_M,Animals,Model animal,"Faience, with no trace of glaze left. Soft white paste resembling powdered wteatite. Dog with long pricked ears, and the eyes, nostrils and mouth represented by indentations. Badly weathered, with portion missing. ","1.9"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-020-X,077,LXXVII,20,09-X-01-47-X,9,01,I,47,,,,,,,,,,,-3.4,Late Ib,9,47,09,,47,,Additional_Objects_M,Animals,Model animal,"Squirrel. Vitreous paste, turquoise-blue in colour. The three strips down the back are indicated by a purplish-brown, doubless a mananese paint. ",0.9: high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077-021-X,077,LXXVII,21,03-X-06-40-X,3,06,VI,40,,,,,,,,,,,-11.5,Intermediate I,3,40,03,,40,,Additional_Objects_M,Animals,Model animal,"Pottery, with the head only coated with a red wash. This turtle, of wihch the underside was quite ingeniously made. Two seperate oval pieces of clay were clapped together to represent the body, the near ends of the head, tail and flippers being inserted between the two. The carapace is more gently curved than in the original animal, and the sternum is markedly concave. The eyes are indicated by minute, round, flattened pellets, and the mouth not at all. Well made, but roughly finished. ","3.11"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058-012-X,058,LVIII,12,10-X-04-87-X,10,04,IV,87,,,,,,,,,,,-11.7,Intermediate I,10,,10,,87,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,DK. 4778,1,,,,,,,,,,,,,,,,,,,,,,,
078-001-X,078,LXXVIII,1,09-X-07-17-X,9,07,VII,17,,,,,,,,,,,-9.1,Late III,9,17,09,,17,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. Roughly modelled bull. Both horns missing. Plain, round pellets for eyes. No markings of any desciption; apparently the work of a child. Both the fore and hind-legs are joined; no attempt was made to separate them even by a line-but for this the modeling of this anumal is fairly good. ","3.17"" long.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-002-X,078,LXXVIII,2,09-X-08-20-X,9,08,VIII,20,,,,,,,,,,,-10.2,Intermediate I,9,20,09,,20,,Additional_Objects_M,Animals,Model animal,"Faience, with traces of a dark red(?) glaze. Soft, white paste, possibly powdered steatite. Head of a monkey with incised holes to represent eyes, ears and nostrils, and a narrow silt for the mouth. The parting of the hair on the top of the head is carefully indicated. Quite creditable workmanship. ","0.82"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-003-X,078,LXXVIII,3,06-A-00-41-X,6A,00,,41,,,,,,,,,,,-8.2,Late III,6A,41,06,A,41,,Additional_Objects_M,Animals,Model animal,"Pottery, with traces of a thick red slip. Nothing to indicate the eyes, which may have been painted. Mouth a mere gash, and the nostrils represented by minute holes. The arms are missing, but that they were moveable is proved by the horizontal hole, which runs through the shoulders from side to side, through which a rod was doubtless passed on which were swumg the arms. The lower extremities are missing, but a small vertical hole suggests there is a second hole in front just below the abomen. Carefully made and apprarently smoothed over with a rasp. ","2.91"" high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-004-X,078,LXXVIII,4,08-A-00-45-X,8A,00,,45,,,,,,,,,,,-8.2,Late III,8A,45,08,A,45,,Additional_Objects_M,Animals,Model animal,"Faience, from which all traces of glaze have disappeared. Soft white paste resembling granulated steatite. A monkey squatting with its hands clasped round the knees. Fingers and toes indicated by roughly incised lines. The hair is parted on the top of the head, and the eyes, nostrils and mouth are represented by deep pits. This figure, on the whole well modelled, may be unfnished as there are no signs of glaze, though this might easily have been destroyed by long sojourn in saline soil. ","2.03"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-005-X,078,LXXVIII,5,08-X-02-17-X,8,02,II,17,,,,,,,,,,,-7.2,Late III,8,17,08,,17,,Additional_Objects_M,Animals,Model animal,"Pottery, with a cream slip. Model animal in an unusually good state of preservation. The incised marks on the horns perhaps represent corrugations, in which case the animal is perhaps the Gaur, whose horns are corrugated at the base and are set as in this model. This gaur is stated to inhabit mixed hill and forest land. This model is somewhat roughly made, the mouth being represented by a mere slit. ","4.13"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-006-X,078,LXXVIII,6,08-X-03-47-X,8,03,III,47,,,,,,,,,,,-9.1,Late III,8,47,08,,47,,Additional_Objects_M,Animals,Model animal,"Pottery, once coated with a light red slip. This very interesting head, obviously that of a bull, seems never to have had a body; in its square flattened base there is a large hole tapering slightly to the base, and it seems that the head was once supported on a staff. The eyes were indicated by making a couple of slits in which small round pellets were inserted. The wrinkles round the eyes and the hair between them are represented by incisions made with a point. Holes in apporpriate places indicate that both the ears and horns, possibly of some other material, were inset. The modelling and finish are rather represented. Certainly the work of an experienced modeller. ","3.68"" long. In its square flattened base there is a large hole, 0.71"" in diameter at its mouth, 1.39"" deep and tapering slightly to 0.59"" at the base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078-007-X,078,LXXVIII,7,08-X-03-30-X,8,03,III,30,,,,,,,,,,,-3.2,Late Ib,8,30,08,,30,,Additional_Objects_M,Animals,Model animal,"Pottery, once coated with a cream slip. This animal cannot be satisfactorily identified. The mouth is unusually wide, and is, moreover, emphasized by definite lips being made with narrow strips of clay. The flat, round, pellet eyes have a deep hole incised in the centre of each, and other holes represent the nostrils. The most striking feature about this figure, however, is the broad beard which juts out with lines incised upon it to represent the hair, a beard  which is unknown on any animal. This animal lies on the ground, apparently with a bone beneath its fore-paws, and the hind legs are outstretched at the side in an attitude common to many creatures. Either claws or talons are crudely represented by incisions. Roughly modelled and finished, though especial care was evidently taken with certain details. ","4"" long. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
