obj_plate_obj_ID,obj_plate,obj_plate_roman,obj_plate_num,obj_geo_B-U-S,obj_block,obj_house,obj_house_roman,obj_room,obj_geo_B-U-S_2,obj_block2,obj_house2_roman,obj_house2,obj_room2,obj_geo_STRT-S,obj_street_abbr,obj_street,obj_st_num_2dig,obj_st_num,obj_level_ft,obj_time_cat,obj_admin_blockorigtext,obj_admin_room2origtext,obj_admin_blockadj,obj_admin_blocksub,obj_admin_roomadj,obj_admin_datanotes,obj_source_cat,obj_category,addl_type,addl_description,addl_dimension,bead_Len_or_Ht_in,bead_width_in,bead_Thickness_in,bead_Diameter_in,bead_Pottery,bead_Shell,bead_Falence,bead_Vltreous_paste,bead_Paste,bead_Steatite,bead_Gold,bead_Silver,bead_Copper_or_Bronze,bead_Carnelian,bead_Lapls_lazuli,bead_Jasper,bead_Quartz,bead_Green_felspar,bead_Onyx,bead_Agate,bead_Haematte,bead_Limestone,bead_Serpentine,bead_Breccia,bead_Turquoise,metl_type,metl_copper,metl_bronze,metl_length_in,metl_width_in,metl_thickness_of_tang_in,metl_thickness_of_blade_in,metl_height_in,metl_diameter_in,ptip_thickness_in,ptip_width_in,ptip_length_in,ptip_slips_lt_red,ptip_slips_dark_red,ptip_slips_cream_or_white,ptip_slips_green,ptip_slips_pink,ptip_degrainssants_sand,ptip_degrainssants_mica,ptip_degrainssants_lime,ptip_degrainssants_dirt,ptip_paints_black,ptip_paints_red,ptip_paints_green,ptip_paints_yellow,ptip_paints_white,ptip_width_and_length_orig,ptup_field_No,ptup_slips_lt_red,ptup_slips_dark_red,ptup_slips_cream_or_white,ptup_slips_green,ptup_slips_pink,ptup_degrainssants_sand,ptup_degrainssants_mica,ptup_degrainssants_lime,ptup_degrainssants_dirt,ptup_paints_black,ptup_paints_red,ptup_paints_green,ptup_paints_yellow,ptup_paints_white,ptup_height,ptup_length,ptup_breadth,ptup_thickness,ptpb_type,ptpb_field_No,ptpb_pastes_lt_red,ptpb_pastes_pink,ptpb_pastes_grey,ptpb_pastes_drab,ptpb_slips_crown_or_white,ptpb_slips_red,ptpb_slips_brown_or_purple,ptpb_slips_black,ptpb_slips_pink,ptpb_degrainssants_sand,ptpb_degrainssants_mica,ptpb_degrainssants_lime,ptpb_degrainssants_dirt,ptpb_paints_black,ptpb_paints_purple_black,ptpb_paints_red,ptpb_paints_white,ptpb_trimming,seal_type,seal_material,seal_dimensions_L_in,seal_dimensions_W_in,seal_dimensions_T_in,seal_dimensions_in_orig
061-045-X,061,LXI,45,01-X-04-62-X,1,04,IV,62,,,,,,,,,,,-20.2,Intermediate III,1,,01,,62,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AK,DK. 9103,1,,,,,,,,,,,1,,,,,,,,,,,,
061-046-X,061,LXI,46,,,00,,,,,,,,FRST-21-X,FRST,First street,21,21,-22.5,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,,1,,,,,,,,,,,1,,,,,,1,,,,,,
084-064-X,084,LXXXIV,64,09-X-07-52-X,9,07,VII,52,,,,,,,,,,,-4.9,Late Ib,9,,09,,52,,Seal_M,Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Steatites,1.88,1.98,0.28,1.88 * 1.98 * 0.28
061-048-X,061,LXI,48,01-X-01-00-X,1,01,I,,10-X-00-00-X,10,,,,,,,,,-26.6,Early Periods,1 & 10,,01,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UA,,,,1,,,,,1,,,,,,,,,,,,,,,,
061-049-X,061,LXI,49,07-X-01-19-X,7,01,I,19,,,,,,,,,,,-20.5,Early Periods,7,,07,,19,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UA,DK. 8318,,,,,,,,,,,,,,,,,,,,,,,,
061-050-X,061,LXI,50,03-X-01-16-X,3,01,I,16,,,,,,,,,,,-20.8,Early Periods,3,,03,,16,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,,1,,,,,1,,,,,1,1,,,,,,1,,,,,,
061-051-X,061,LXI,51,07-X-04-72-X,7,04,IV,72,,,,,,,,,,,-15.1,Intermediate II,7,,07,,72,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,DK. 8476,1,,,,,1,,,,,1,,,,,,,,,,,,,
061-052-X,061,LXI,52,11-X-03-34-X,11,03,III,34,,,,,,,,,,,-16.1,Intermediate III,11,,11,,34,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,1,,,,1,,,,,,,,,,,,,,,,,,,
061-053-X,061,LXI,53,,,00,,,,,,,,FRST-21-X,FRST,First street,21,21,-21,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,1,,,,1,,,,,,,,,,,,,,,,,,,
061-054-X,061,LXI,54,,,00,,,,,,,,FRST-18-X,FRST,First street,18,18,-22.8,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,1,,,,1,,,,,,,1,1,,,,,,,,,,,
061-055-X,061,LXI,55,,,00,,,,,,,,FRST-01-X,FRST,First street,01,1,-20.3,Intermediate III,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,1,,,,,,,,,,,1,,,,,,1,,,,,,
061-056-X,061,LXI,56,10-X-01-04-X,10,01,I,4,,,,,,,,,,,-21.1,Early Periods,10,,10,,04,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,DK. 8515,1,,,,1,,,,,,1,1,,,,,,1,,,,,,
061-057-X,061,LXI,57,,,00,,,,,,,,FRST-18-X,FRST,First street,18,18,-21.6,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,1,,,,1,,,,,,1,1,,,,,,1,,,,,,
061-058-X,061,LXI,58,07-X-04-72-X,7,04,IV,72,,,,,,,,,,,-14.6,Intermediate II,7,,07,,72,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,DK. 8207,1,,,,,1,,,,,1,1,,,,,,,,,,,,
061-059-X,061,LXI,59,01-X-04-63-X,1,04,IV,63,,,,,,,,,,,-19.7,Intermediate III,1,,01,,63,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,DK. 8939,1,,,,,,,,,,1,1,,,,,,,,,,,,
061-060-X,061,LXI,60,01-X-01-17-X,1,01,I,17,,,,,,,,,,,-14.3,Intermediate II,1,,01,,17,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,DK. 5423,1,,,,,,,,,,1,1,,,,,,,,,,,,
066-046-X,066,LXVI,46,04-X-00-78-X,4,00,,78,,,,,,,,,,,-19.6,Intermediate III,4,,04,,78,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,1,,,,,,,,,,,1,,,,,,1,,,,,,
061-062-X,061,LXI,62,01-X-01-00-X,1,01,I,,10-X-00-00-X,10,,,,,,,,,-18.2,Intermediate III,1 & 10,,01,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,1,,,,1,1,,,,,1,1,,,,,,1,,,,,,
061-063-X,061,LXI,63,07-X-01-18-X,7,01,I,18,,,,,,,,,,,-13.4,Intermediate II,7,,07,,18,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,DK. 6369,1,,,,,1,,,,,1,,,,,,,1,,,,,,
061-064-X,061,LXI,64,07-X-01-03-X,7,01,I,3,,,,,,,,,,,-32.1,Early Periods,7,,07,,03,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,DK. 9816,1,,,,1,,,,,,1,,,,,,,1,,,,,,
061-065-X,061,LXI,65,12-X-00-00-X,12,00,,,12-A-00-00-X,12A,,,,,,,,,-16.3,Intermediate III,12 & 12A,,12,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1,,,,1,,,,,,,,,,,,,,,,,,,
061-066-X,061,LXI,66,07-X-05-78-X,7,05,V,78,,,,,,,,,,,-20.9,Early Periods,7,,07,,78,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,DK. 8927,1,,,,,1,,,,,1,,,,,,,,,,,,,
061-067-X,061,LXI,67,,,00,,,,,,,,FRST-01-X,FRST,First street,01,1,-23.3,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1,,,,,,,,,,,,,,,,,,,,,,,
061-068-X,061,LXI,68,05-X-00-00-X,5,00,,,06-X-00-00-X,6,,,,,,,,,-18.4,Intermediate III,5 & 6,,05,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,1,,,,,,,,1,,1,1,,,,,,,,,,,,
089-368-X,089,LXXXIX,368,10-X-02-22-X,10,02,II,22,,,,,,,,,,,-11.6,Intermediate I,10,,10,,22,check dimensions,Seal_M,Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Steatites,0.96,?,0.29,0.96*?*0.29
061-070-X,061,LXI,70,,,00,,,,,,,,FRST-01-X,FRST,First street,01,1,-22,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,1,,,,1,,,,,,1,,,,,,,1,,,,,,
061-071-X,061,LXI,71,05-X-00-00-X,5,00,,,06-X-00-00-X,6,,,,,,,,,-21,Early Periods,5 & 6,,05,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UA,,1,,,,1,,,,,,1,1,,,,,,,,,,,,
061-072-X,061,LXI,72,01-X-01-22-X,1,01,I,22,,,,,,,,,,,-19.1,Intermediate III,1,,01,,22,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UA,DK. 7844,,,1,,,,,,,,,,,,,,,,,,,,,
063-011-X,063,LXIII,11,04-X-00-79-X,4,00,,79,,,,,,,,,,,-19.4,Intermediate III,4,,04,,79,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,,1,,,1,,,,,,1,,,,,,,,,,,,,,
061-074-X,061,LXI,74,07-X-01-14-X,7,01,I,14,,,,,,,,,,,-13.4,Intermediate II,7,,07,,14,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,DK. 6443,1,,,,,1,,,,,,,,1,,,,,,,,,,
063-003-X,063,LXIII,3,07-X-00-00-X,7,00,,,08-X-00-00-X,8,,,,,,,,,-19.3,Intermediate III,7&8,,07,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,,1,,,,,1,,,,,1,1,,1,,,,,,,,,,
060-019-X,060,LX,19,07-X-03-44-X,7,03,III,44,,,,,,,,,,,-16.1,Intermediate III,7,,07,,44,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,DK. 8345,1,,,,,,,,,,1,1,,,,,,,,,,,,
061-077-X,061,LXI,77,12-X-00-00-X,12,00,,,,,,,,,,,,,-19,Intermediate III,12,,12,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,1,,,,,,,,,,,1,,,,,,,,,,,,
061-078-X,061,LXI,78,07-X-01-19-X,7,01,I,19,,,,,,,,,,,-12,Intermediate I,7,,07,,19,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,DK. 5913,1,,,,,,,,1,,,,,,,,,,,,,,,
061-079-X,061,LXI,79,,,00,,,,,,,,FRST-01-X,FRST,First street,01,1,-23.7,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1,,,,,,,,,,1,,,,,,,1,,,,,,
061-080-X,061,LXI,80,05-X-00-00-X,5,00,,,,,,,,,,,,,-13.2,Intermediate II,5,,05,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1,,,,,,,,,1,,1,,,,,,,,,,,,
062-001-X,062,LXII,1,07-X-01-09-X,7,01,I,9,,,,,,,,,,,-21.7,Early Periods,7,,07,,09,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,DK. 9360,1,,,,,,,,,,,1,,,,,,,,,,,,
062-002-X,062,LXII,2,02-X-04-19-X,2,04,IV,19,,,,,,,,,,,-18.9,Intermediate III,2,,02,,19,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,1,,,,,,,,,,1,1,,,,,,,,,,,,
062-003-X,062,LXII,3,01-X-04-63-X,1,04,IV,63,,,,,,,,,,,-18.7,Intermediate III,1,,01,,63,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,DK. 8977,1,,,,,,,,,,1,1,,,,,,,,,,,,
062-004-X,062,LXII,4,08-X-02-19-X,8,02,II,19,,,,,,,,,,,-16.1,Intermediate III,8,,08,,19,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,1,,,,,,,,1,,,,,,,,,,,,,,,
062-005-X,062,LXII,5,12-A-01-15-X,12A,01,I,15,,,,,,,,,,,-18.2,Intermediate III,12A,,12,A,15,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,1,,,,,1,,,,,1,1,,,,,,,,,,,,
061-038-X,061,LXI,38,07-X-03-44-X,7,03,III,44,,,,,,,,,,,-16.1,Intermediate III,7,,07,,44,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,DK. 8343,1,,,,,,,,,1,1,,,,,,,,,,,,,
062-007-X,062,LXII,7,03-X-02-25-X,3,02,II,25,,,,,,,,,,,-18.9,Intermediate III,3,,03,,25,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
062-008-X,062,LXII,8,12-A-01-15-X,12A,01,I,15,,,,,,,,,,,-14.6,Intermediate II,12A,,12,A,15,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,1,,,,1,,,,,,1,,,,,,,,,,,,,
062-009-X,062,LXII,9,01-X-01-01-X,1,01,I,1,,,,,,,,,,,-15,Intermediate II,1,,01,,01,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,DK. 7687,1,,,,,1,,,,,1,1,,,,,,,,,,,,
062-010-X,062,LXII,10,01-X-03-01-X,1,03,III,1,,,,,,,,,,,-20.2,Intermediate III,1,,01,,01,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,DK. 9011,1,,,,,1,,,,,,,,,,,,,,,,,,
062-011-X,062,LXII,11,02-X-01-14-X,2,01,I,14,,,,,,,,,,,-14.6,Intermediate II,2,,02,,14,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,1,,,,1,,,,,,,,,,,,,,,,,,,
061-041-X,061,LXI,41,07-X-03-44-X,7,03,III,44,,,,,,,,,,,-19.8,Intermediate III,7,,07,,44,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,DK. 8964,1,,,,,1,,,,,1,,,,,,,,,,,,,
062-013-X,062,LXII,13,11-X-03-35-X,11,03,III,35,,,,,,,,,,,-18.9,Intermediate III,11,,11,,35,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,1,,,,,,,,,,,,,,,,,,,,,
084-096-X,084,LXXXIV,96,09-X-08-15-X,9,08,VIII,15,,,,,,,,,,,-6.4,Late II,9,,09,,15,,Seal_M,Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Steatites,0.7,0.7,0.26,0.7 * 0.7 * 0.26
062-015-X,062,LXII,15,01-X-05-46-X,1,05,V,46,,,,,,,,,,,-12.5,Intermediate I,1,,01,,46,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,DK. 6303,1,,,,,1,,,,,1,,,1,,,,,,,,,,
062-016-X,062,LXII,16,07-X-09-30-X,7,09,IX,30,,,,,,,,,,,-15.2,Intermediate II,7,,07,,30,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,DK. 8274,1,,,,1,,,,,,,1,,,,,,1,,,,,,
062-017-X,062,LXII,17,07-X-01-14-X,7,01,I,14,,,,,,,,,,,-25.4,Early Periods,7,,07,,14,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,DK. 9495,1,,,,,,,,,,1,1,,,,,,1,,,,,,
060-010-X,060,LX,10,07-X-03-52-X,7,03,III,52,,,,,,,,,,,-19.4,Intermediate III,7,,07,,52,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,DK. 8704,1,,,,1,,,,,,1,1,,,1,,,,,,,,,
062-019-X,062,LXII,19,02-X-01-03-X,2,01,I,3,,,,,,,,,,,-16.2,Intermediate III,2,,02,,03,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,,1,,,,,,,,,,1,1,,,,,,,,,,,,
061-043-X,061,LXI,43,07-X-03-52-X,7,03,III,52,,,,,,,,,,,-16.7,Intermediate III,7,,07,,52,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AK,DK. 8458,1,,,,,1,,,,,1,1,,,,,,,,,,,,
062-021-X,062,LXII,21,07-X-01-09-X,7,01,I,9,,,,,,,,,,,-21.5,Early Periods,7,,07,,09,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,DK. 9354,1,,,,,,,,1,,1,1,,1,,,,,,,,,,
063-008-X,063,LXIII,8,07-X-03-52-X,7,03,III,52,,,,,,,,,,,-16,Intermediate III,7,,07,,52,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,,1,,,1,,,,,,,,,,,,,,,,,,,,
062-023-X,062,LXII,23,03-X-06-47-X,3,06,VI,47,,,,,,,,,,,-20.6,Early Periods,3,,03,,47,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,,1,,,,1,,,,,,1,,,,,1,,,,,,,,
062-024-X,062,LXII,24,,,00,,,,,,,,FRST-07-X,FRST,First street,07,7,-22.7,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,,1,,,,,,,,,,1,1,,,,,,,,,,,,
062-025-X,062,LXII,25,,,00,,,,,,,,FRST-01-X,FRST,First street,01,1,-22,Early Periods,,,00,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE,,1,,,,1,,,,,,1,,,,,,,,,,,,,
062-026-X,062,LXII,26,01-X-01-00-X,1,01,I,,10-X-00-00-X,10,,,,,,,,,-20.5,Early Periods,1 & 10,,01,,00,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE,,1,,,,,1,,,,,,,,,,,,,,,,,,
062-027-X,062,LXII,27,01-X-01-75-X,1,01,I,75,,,,,,,,,,,-17,Intermediate III,1,,01,,75,,Pottery_Plain_Banded_M,Pottery - Plain and Banded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF,DK. 7700,1,,,,,,,,,,,,,,,,,,,,,,,
