Plate,Block,House,Room,Level_ft,Time_Cat,Feature,Type,Text,N1,Class,x,y,Class_new,Path,,,,,,,,,,,,
108-005-X,7,3,43,-13,Intermediate II,Tools,Small cone,"Tip broken, but otherwise the cone shows no evidence of wear. ",Artefacts,Craft,68.13738268,27.32681575,Making / Craft / Food,,,,,,,,,,,,,
108-006-X,9,6,34,-15.4,Intermediate II,Tools,Small cone,"Though unfinished, there are slight traces of wear at the point. ",Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
108-007-X,10,0,,-23.4,Early Periods,Cooking Baking Utensils,Door-socket,Is a half-brick in whcih a cavity shows much wear. ,Artefacts,Domestic,68.13681853195092,27.326713129436506,Feeding / holding,,,,,,,,,,,,,
108-013-X,7,8,,-18.3,Intermediate III,Cooking Baking Utensils,Handle,Pottery; no slip. A short handle. Four shallow grooves round the middle,Artefacts,Domestic,68.13728907,27.326731644637857,Feeding / holding,,,,,,,,,,,,,
108-014-X,4,0,5,-18.4,Intermediate III,Cooking Baking Utensils,Peg,Part of the horn of a deer or antelope with a groove cut round it near the broader end. ,Artefacts,Domestic,68.13748153678563,27.32657154220549,Feeding / holding,,,,,,,,,,,,,
108-016-X,7,6,66,-18.7,Intermediate III,Cooking Baking Utensils,Brick,"With a deep lunate excision on one side of it. The cutting which is slightly oblique was very roughly done. The elaborate head-gear worn by some of the female figurines, which head-dress may also have been that of the commona people, would certainly have neccessitated the use of some kind of head-rest at night; but the majority of these would probably have been made of wood and have perished. ",Artefacts,Domestic,68.13745472335695,27.326652368157955,Feeding / holding,,,,,,,,,,,,,
108-018-X,7,4,50,-19.3,Intermediate III,Cooking Baking Utensils,Gutter,Brick. Possibly a number of these bricks were placed end to end to form a horizontal drain. ,Artefacts,Domestic,68.13749372,27.32680897,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_50/108-018-x.png,,,,,,,,,,,,
108-020-X,4,0,8,,,Lithics,Flint Core,"Had been used as a polisher, for some of the angles are rubbed down quite smooth. Another, larger core found with this one shows no trace of polish or other use. ",Artefacts,Craft,68.13748153678563,27.32657154220549,Making / Craft / Food,,,,,,,,,,,,,
108-023-X,9,6,32,-19.4,Intermediate III,Cooking Baking Utensils,Rolling-pin,"Cylindrial. Light red pottery; cream slip. Well baked, but the surface somewhat rough. ",Artefacts,Domestic,68.13691437157924,27.326887650571138,Feeding / holding,,,,,,,,,,,,,
108-029-X,9,6,79,-20.4,[check data],Cooking Baking Utensils,Gutter,"Pottery. Somewhawt roughly made, but none teh less efficient.",Artefacts,Domestic,68.13691437157924,27.326887650571138,Feeding / holding,,,,,,,,,,,,,
109-001-X,9,7,47,-20,Intermediate III,Cooking Baking Utensils,Cake-mould,"Pottery; light red in colour and containing a little mica. This cake-mould is quite a new shape, rectangular in outline with rounded corners. The base was only roughly finished, but the interior of the mould had been carefully smoothed over. ",Artefacts,Domestic,68.13684339292682,27.32681827002492,Feeding / holding,,,,,,,,,,,,,
109-002-X,7,9,29,-21,Early Periods,Cooking Baking Utensils,Cake-mould,"Pottery; light red in colour with a thick, cream slip. ",Artefacts,Domestic,68.13711358892812,27.32680866020456,Feeding / holding,,,,,,,,,,,,,
109-003-X,7,9,34,-19.6,Intermediate III,Cooking Baking Utensils,Pottery of unkown use,"An ivory head which was obviously once fitted into something, which may have been a wooden box. Much polished by use, and it is possible that a string was wound around two of these objects, one in the lid and one just below it in the side of a box, to keep it tightly closed. ",Artefacts,Domestic,68.13711358892812,27.32680866020456,Feeding / holding,,,,,,,,,,,,,
109-004-X,9,8,18,-12.9,Intermediate I,Cooking Baking Utensils,Ivory Roundel,The side of this roundel is cross-hatched with incised lines that were once filled in with black.,Artefacts,Domestic,68.13686443,27.32711984250432,Feeding / holding,,,,,,,,,,,,,
109-006-X,7,3,48,-14.8,Intermediate II,Cooking Baking Utensils,Ivory Baton,Well made and much polished by wear. Incised decoration beneath the head once filled in with black. ,Artefacts,Domestic,68.13738268,27.32681575,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_48/109-006-x.png,,,,,,,,,,,,
109-008-X,4,0,,-19.8,Intermediate III,Tools,Awl,Bone. One end is missing. ,Artefacts,Craft,68.13748153678563,27.32657154220549,Making / Craft / Food,,,,,,,,,,,,,
109-009-X,10,4,71,-18.2,Intermediate III,Tools,Awl,Bone Blunt end irregular and flattened Tip of fine point missing. Shows the polish of much use. ,Artefacts,Craft,68.13657194616044,27.32668986116248,Making / Craft / Food,,,,,,,,,,,,,
109-010-X,4,0,15,-20.8,Early Periods,Tools,Awl,Bone. Very worn and polished. ,Artefacts,Craft,68.13748153678563,27.32657154220549,Making / Craft / Food,,,,,,,,,,,,,
109-012-X,7,8,22,-14.2,Intermediate II,Cooking Baking Utensils,Pottery hook,Pottery; cream slip.,Artefacts,Domestic,68.13728907,27.326731644637857,Feeding / holding,,,,,,,,,,,,,
109-015-X,7,8,19,-13.2,Intermediate II,Cooking Baking Utensils,Ivory Roundel,,Artefacts,Domestic,68.13728907,27.326731644637857,Feeding / holding,,,,,,,,,,,,,
109-017-X,7,8,26,-25,Early Periods,Tools,Whestones,LIght grey stone resembling slate. Thinner end missing. ,Artefacts,Craft,68.13728907,27.326731644637857,Making / Craft / Food,,,,,,,,,,,,,
109-018-X,4,0,15,-20.4,[check data],Cooking Baking Utensils,Label,"Has a small hole in the lug for trying it on. The label is roughly made and has no slip, but the surface is sufficiently smooth for writing. ",Artefacts,Domestic,68.13748153678563,27.32657154220549,Feeding / holding,,,,,,,,,,,,,
109-020-X,7,8,26,-16.4,Intermediate III,Tools,Whestones,"Made of pottery covered thickly all over with a gritty substance, resembling emery in colour at least. One end is missing and in the other there is a rough hole for a cord. ",Artefacts,Craft,68.13728907,27.326731644637857,Making / Craft / Food,,,,,,,,,,,,,
109-021-X,7,4,49,-20,Intermediate III,Tools,Pottery Cone,"Very hard baked pottery, pink pottery. Made on a wheel. Point missing. Spiral line of incised dots on the lower portion. ",Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_49/109-021-x.png,,,,,,,,,,,,
109-025-X,7,5,68,-17.2,Intermediate III,Cooking Baking Utensils,Pottery of unkown use,"Pierced rectangular plaque. Appears to be pottery. Well made. In its centre a rectangular hole pierces it vertically. Four small, round holes. ",Artefacts,Domestic,68.13748123,27.32672203,Feeding / holding,,,,,,,,,,,,,
109-027-X,7,8,16,-23.9,Early Periods,Lithics,Mace-heads,"Pottery; badly baked. The slightly bi-conical hole that pierces it is 0.62"" in diameter at its narrowest part. ",Artefacts,Craft,68.13728907,27.326731644637857,Making / Craft / Food,,,,,,,,,,,,,
109-028-X,7,8,16,-24.1,Early Periods,Lithics,Mace-heads,"Cream-coloured, cherty limestone. ",Artefacts,Craft,68.13728907,27.326731644637857,Making / Craft / Food,,,,,,,,,,,,,
109-031-X,7,0,,-13.7,Intermediate II,Cooking Baking Utensils,Tube,Made of a carefully cleaned-out bone. The outside is polished by much use. ,Artefacts,Domestic,68.1373688,27.32672573,Feeding / holding,,,,,,,,,,,,,
109-033-X,9,6,32,-19.3,Intermediate III,Tools,Pottery Cone,"Very hard baked pottery, now a light chocolate colour. Point missing. Spiral line of dots incised on lower portion. ",Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
109-035-X,7,3,43,-13,Intermediate II,Lithics,Mace-heads,"Soft, white limestone.  A shallow, rounded hole such as this would have been useless for affixing the head to a shaft, but judging from the finish of the hole and the surface of the head.",Artefacts,Craft,68.13738268,27.32681575,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_43/109-035-x.png,,,,,,,,,,,,
109-037-X,10,1,5,-12.6,Intermediate I,Household Objects,Palettes,"A plain circular disc of soft, white alabaster, slightly convex on one side and concave on the other. It may have been used as a palette, though the nature of the stone would hardly permit of hard grinding being done upon it. ",Artefacts,Other,68.13695734039524,27.326673394270657,Feeding / holding,,,,,,,,,,,,,
109-038-X,7,1,9,-24.4,Early Periods,Tools,Whestones,Dark grey slate. The business end of this short hone is rounded.,Artefacts,Craft,68.13715852,27.32673193853581,Making / Craft / Food,,,,,,,,,,,,,
109-039-X,10,3,67,-16.8,Intermediate III,Cooking Baking Utensils,Wavy Ring,"Alabaster. Hole through centre. THe top and bottom of this ring had been quartered by two deep cuts, and the edges of the projections so formed were neatly rounded off. Slightly weathered. ",Artefacts,Domestic,68.13672757,27.32667561489865,Feeding / holding,,,,,,,,,,,,,
109-041-X,7,3,51,-17.3,Intermediate III,Tools,Stone Cone,Dark grey slate; unpolished but smoothly finished. With its bevelled base this resembles some of the pottery cones. ,Artefacts,Craft,68.13738268,27.32681575,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_51/109-041-x.png,,,,,,,,,,,,
109-042-X,7,9,29,-16.1,Intermediate III,Tools,Flesh-rubber,"Pottery. Flat face, rounded back. Very worn.",Artefacts,Craft,68.13711358892812,27.32680866020456,Making / Craft / Food,,,,,,,,,,,,,
109-045-X,10,1,,-31,Early Periods,Household Objects,Stone Rubber,"Material: a hard, white, crystalline stone. Upper surface rounded; base flat. This stone which is evidently a rubber may have been used in preparing skins.",Artefacts,Other,68.13695734039524,27.326673394270657,Feeding / holding,,,,,,,,,,,,,
109-046-X,9,6,,-20.4,[check data],Tools,Spindle-whorls,Hole in the centre. Somewhat roughly made and cut. The obverse is decorated as seen in the photo; the reverse is quite plain. ,Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
109-050-X,9,8,16,-19.8,Intermediate III,Tools,Flesh-rubber,"Pottery. Flat face, rounded back. Very worn.",Artefacts,Craft,68.13686443,27.32711984250432,Making / Craft / Food,,,,,,,,,,,,,
109-051-X,4,0,8,-18.3,Intermediate III,Tools,Spindle-whorls(?),,Artefacts,Craft,68.13748153678563,27.32657154220549,Making / Craft / Food,,,,,,,,,,,,,
109-052-X,10,4,73,-13.6,Intermediate II,Tools,Spindle-whorls(?),Pottery; heavily fired and now grey-brown in colour. Flat base and domed top.,Artefacts,Craft,68.13657194616044,27.32668986116248,Making / Craft / Food,,,,,,,,,,,,,
109-053-X,9,8,16,-19.8,Intermediate III,Cooking Baking Utensils,Tube,"Curved tube of pottery, with a smooth, red slip. Well made, but one end is missing. ",Artefacts,Domestic,68.13686443,27.32711984250432,Feeding / holding,,,,,,,,,,,,,
109-054-X,7,3,39,-14.4,Intermediate II,Tools,Spindle-whorls(?),Pottery; smoked a dark-grey colour int eh kiln. ,Artefacts,Craft,68.13738268,27.32681575,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_39/109-054-x.png,,,,,,,,,,,,
109-055-X,7,5,78,-12.9,Intermediate I,Tools,Spindle-whorls,Shell. Upper surface carefully polished; under surface slightly concave and in places follows the natural curvature of the shell. ,Artefacts,Craft,68.13748123,27.32672203,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_5/Room_78/109-055-x.png,,,,,,,,,,,,
109-058-X,7,1,3,-33.3,Early Periods,Tools,Spindle-whorls(?),Both top and base slightly concave. ,Artefacts,Craft,68.13715852,27.32673193853581,Making / Craft / Food,,,,,,,,,,,,,
109-060-X,4,0,8,-17.7,Intermediate III,Games And Toys,Whistle,"Very hard baked pottery; no slip. A somewhat roughly made, pear-shaped object with a small hole at the top and another in the side. Three of these whistles, all slightly different in size, were found together. ",Artefacts,Domestic,68.13748153678563,27.32657154220549,Play / Spiritual,,,,,,,,,,,,,
109-061-X,4,0,8,-17.7,Intermediate III,Games And Toys,Whistle,"Very hard baked pottery; no slip. A somewhat roughly made, pear-shaped object with a small hole at the top and another in the side. Three of these whistles, all slightly different in size, were found together. ",Artefacts,Domestic,68.13748153678563,27.32657154220549,Play / Spiritual,,,,,,,,,,,,,
110-048-X,4,0,14,-20.2,Intermediate III,Games And Toys,Round Rod,Ivory. Small group of pictographs on one side. ,Artefacts,Domestic,68.13748153678563,27.32657154220549,Play / Spiritual,,,,,,,,,,,,,
110-054-X,7,4,50,-17.2,Intermediate III,Personal Ornament,Hair-pin,Ivory. Lower part missing. Top of head decorated with simple incised cross-hatching. ,Artefacts,Domestic,68.13749372,27.32680897,Beauty / Affect,,,,,,,,,,,,,
110-055-X,7,4,50,-17.2,Intermediate III,Personal Ornament,Hair-pin,Ivory. This object may once have been longer as the end of the shank appears to be broken. Decorated on the two broader faces only with incised curved lines. ,Artefacts,Domestic,68.13749372,27.32680897,Beauty / Affect,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_50/110-055-x.png,,,,,,,,,,,,
111-006-X,7,1,15,-18.2,Intermediate III,Beads,,,Artefacts,Trade,68.13715852,27.32673193853581,Beauty / Affect,,,,,,,,,,,,,
111-009-X,7,9,29,-20.4,[check data],Beads,,,Artefacts,Trade,68.13711358892812,27.32680866020456,Beauty / Affect,,,,,,,,,,,,,
111-014-X,7,0,15,-27,Early Periods,Beads,,,Artefacts,Trade,68.1373688,27.32672573,Beauty / Affect,,,,,,,,,,,,,
111-015-X,7,3,47,-13.8,Intermediate II,Beads,,,Artefacts,Trade,68.13738268,27.32681575,Beauty / Affect,,,,,,,,,,,,,
111-016-X,7,1,3,-33.3,Early Periods,Beads,,,Artefacts,Trade,68.13715852,27.32673193853581,Beauty / Affect,,,,,,,,,,,,,
111-020-X,7,8,22,-14.5,Intermediate II,Beads,,,Artefacts,Trade,68.13728907,27.326731644637857,Beauty / Affect,,,,,,,,,,,,,
111-022-X,7,3,48,-14.8,Intermediate II,Beads,,,Artefacts,Trade,68.13738268,27.32681575,Beauty / Affect,,,,,,,,,,,,,
111-024-X,7,1,2,-33.4,Early Periods,Beads,,,Artefacts,Trade,68.13715852,27.32673193853581,Beauty / Affect,,,,,,,,,,,,,
111-028-X,7,1,,-14.3,Intermediate II,Beads,,,Artefacts,Trade,68.13715852,27.32673193853581,Beauty / Affect,,,,,,,,,,,,,
111-032-X,7,9,,-23.1,Early Periods,Beads,,,Artefacts,Trade,68.13711358892812,27.32680866020456,Beauty / Affect,,,,,,,,,,,,,
111-033-X,7,1,,-15.6,Intermediate II,Beads,,,Artefacts,Trade,68.13715852,27.32673193853581,Beauty / Affect,,,,,,,,,,,,,
111-038-X,7,1,15,-25.4,Early Periods,Beads,,,Artefacts,Trade,68.13715852,27.32673193853581,Beauty / Affect,,,,,,,,,,,,,
111-040-X,4,0,13,-14.9,Intermediate II,Beads,,,Artefacts,Trade,68.13748153678563,27.32657154220549,Beauty / Affect,,,,,,,,,,,,,
111-046-X,7,8,16,-25.4,Early Periods,Beads,,,Artefacts,Trade,68.13728907,27.326731644637857,Beauty / Affect,,,,,,,,,,,,,
111-049-X,10,1,,-12.6,Intermediate I,Beads,,,Artefacts,Trade,68.13695734039524,27.326673394270657,Beauty / Affect,,,,,,,,,,,,,
111-052-X,9,0,,-20.6,Early Periods,Beads,,,Artefacts,Trade,68.13713331005422,27.326970543563384,Beauty / Affect,,,,,,,,,,,,,
111-073-X,10,3,67,-13.5,Intermediate II,Weights And Measures,Spherical with flattened top and base,"Slightly yellow, cherty limestone.",Artefacts,Trade,68.13672757,27.32667561489865,Trade + currency / access,,,,,,,,,,,,,
111-080-X,7,8,25,-19.7,Intermediate III,Household Objects,Hammer Stone,"This spherical object is of flint. It is probably a natural nodule that was trimmed over with some pointed tool to serve as a hammer-stone, for it had been badly knocked about here and there. ",Artefacts,Other,68.13728907,27.326731644637857,Feeding / holding,,,,,,,,,,,,,
111-081-X,7,3,25,-8.1,Late III,Weights And Measures,Cubed-shaped weight,"Unfinsihed cube-weight of grey-chert. It had been carefully chipped into shape, but the flakings were never ground way",Artefacts,Trade,68.13738268,27.32681575,Trade + currency / access,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_25/111-081-x.png,,,,,,,,,,,,
111-090-X,7,8,22,-16.3,Intermediate III,Cooking Baking Utensils,Shell-ladles,Very well finshed. ,Artefacts,Domestic,68.13728907,27.326731644637857,Feeding / holding,,,,,,,,,,,,,
111-091-X,7,3,44,-18.3,Intermediate III,Cooking Baking Utensils,Shell-ladles,Seems to have been discarded unfinished owing to a fracture in the shell. ,Artefacts,Domestic,68.13738268,27.32681575,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_44/111-091-x.png,,,,,,,,,,,,
112-003-X,7,0,,-41,Early Periods,Games And Toys,"Light red pottery. The lines that decorate this rattle are now light grey, perhaps owing to a long immersion in water having latered the original red.  ","Average diameter 2.3"" ",Artefacts,Domestic,68.1373688,27.32672573,Play / Spiritual,,,,,,,,,,,,,
112-004-X,7,0,,-42.6,Early Periods,Cooking Baking Utensils,Triangular Plaque,"Pottery. Roughly baked. Carelessly made, and had been laid on chopped straw to dry before bakign, as shown by the imprints of the straw on one side. ",Artefacts,Domestic,68.1373688,27.32672573,Feeding / holding,,,,,,,,,,,,,
112-005-X,7,0,,-41,Early Periods,Games And Toys,Wheel,"Pottery; containing a plentiful admixture of coarse lime particles.Hole in centre, shows a certain amount of wear. ",Artefacts,Domestic,68.1373688,27.32672573,Play / Spiritual,,,,,,,,,,,,,
112-010-X,7,0,,-36.6,Early Periods,Animals,Model animal,"Pottery, with a cream slip. A humpless bull with round, inlaid pellets to represent theeyes. Horns and three of the legs are missing. Wrinkles round neck and back incised with a sharp pointed instrument. Apparently solid, and somewhat roughly made. Traces of fine mica and lime in the clay, the lime in particles of appreciable size. ",Artefacts,Domestic,68.1373688,27.32672573,Play / Spiritual,,,,,,,,,,,,,
112-011-X,7,0,,-42.1,Early Periods,Animals,Model animal,"Pottery, with a cream slip. Humped bull with round, inlaid pellets for eyes. Horns missing. Fore- and hind-legs joined in pairs; slightly damaged. Wrinkles on hump and lower part of head incised with a pointed instrumetn. Fine red clay tempered with mica and lime. Solid and not particularly carefully made. ",Artefacts,Domestic,68.1373688,27.32672573,Play / Spiritual,,,,,,,,,,,,,
117-007-X,7,3,89,-7.2,Late III,Metal,,,Artefacts,Craft,68.13738268,27.32681575,Making / Craft / Food,,,,,,,,,,,,,
117-008-X,9,6,36,-6.6,Late II,Metal,,,Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
117-011-X,9,9,67,-12.2,Intermediate I,Metal,,,Artefacts,Craft,68.13699991543639,27.32712846,Making / Craft / Food,,,,,,,,,,,,,
119-001-X,7,2,89,-7.5,Late III,Metal,,,Artefacts,Craft,68.13726856032412,27.32683601680181,Making / Craft / Food,,,,,,,,,,,,,
119-003-X,9,3,29,-1.8,Late Ia,Metal,,,Artefacts,Craft,68.13723189893246,27.326929151802386,Making / Craft / Food,,,,,,,,,,,,,
119-006-X,9,6,36,-6.6,Late II,Metal,,,Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
119-008-X,9,3,30,-4.9,Late Ib,Metal,,,Artefacts,Craft,68.13723189893246,27.326929151802386,Making / Craft / Food,,,,,,,,,,,,,
119-013-X,4,4,15,-10,Intermediate I,Metal,,,Artefacts,Craft,,,Making / Craft / Food,,,,,,,,,,,,,
120-002-X,7,4,70,-7.5,Late III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_70/120-002-x.png,,,,,,,,,,,,
120-005-X,9,10,80,-11,Intermediate I,Metal,,,Artefacts,Craft,68.13711556472455,27.32711609513018,Making / Craft / Food,,,,,,,,,,,,,
120-006-X,7,2,89,-7.2,Late III,Metal,,,Artefacts,Craft,68.13726856032412,27.32683601680181,Making / Craft / Food,,,,,,,,,,,,,
120-009-X,9,9,67,-12.2,Intermediate I,Metal,,,Artefacts,Craft,68.13699991543639,27.32712846,Making / Craft / Food,,,,,,,,,,,,,
120-010-X,9,12,92,-3.8,Late Ib,Metal,,,Artefacts,Craft,68.13725408069455,27.32714321,Making / Craft / Food,,,,,,,,,,,,,
120-016-X,9,3,30,-4.9,Late Ib,Metal,,,Artefacts,Craft,68.13723189893246,27.326929151802386,Making / Craft / Food,,,,,,,,,,,,,
120-019-X,9,6,36,-6.6,Late II,Metal,,,Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
120-022-X,9,7,17,-9.6,Late III,Metal,,,Artefacts,Craft,68.13684339292682,27.32681827002492,Making / Craft / Food,,,,,,,,,,,,,
120-024-X,9,8,10,-6.7,Late II,Metal,,,Artefacts,Craft,68.13686443,27.32711984250432,Making / Craft / Food,,,,,,,,,,,,,
120-025-X,9,6,36,-11.5,Intermediate I,Metal,,,Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
120-026-X,9,6,36,-5.8,Late II,Metal,,,Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
120-027-X,7,1,,-6,Late II,Metal,,,Artefacts,Craft,68.13715852,27.32673193853581,Making / Craft / Food,,,,,,,,,,,,,
120-028-X,7,4,70,-7.5,Late III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_70/120-028-x.png,,,,,,,,,,,,
120-030-X,7,4,70,-7.5,Late III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_70/120-030-x.png,,,,,,,,,,,,
121-002-X,4,0,,-5.6,Late II,Metal,,,Artefacts,Craft,68.13748153678563,27.32657154220549,Making / Craft / Food,,,,,,,,,,,,,
121-005-X,7,4,,-8.5,Late III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,,,,,,,,,,,,,
121-007-X,9,7,17,-11.5,Intermediate I,Metal,,,Artefacts,Craft,68.13684339292682,27.32681827002492,Making / Craft / Food,,,,,,,,,,,,,
121-008-X,10,4,72,-7.3,Late III,Metal,,,Artefacts,Craft,68.13657194616044,27.32668986116248,Making / Craft / Food,,,,,,,,,,,,,
121-011-X,7,6,61,-6.7,Late II,Metal,,,Artefacts,Craft,68.13745472335695,27.326652368157955,Making / Craft / Food,,,,,,,,,,,,,
121-013-X,9,5,36,-5.8,Late II,Metal,,,Artefacts,Craft,68.13682597,27.32701586405919,Making / Craft / Food,,,,,,,,,,,,,
121-016-X,7,3,52,-6.8,Late II,Metal,,,Artefacts,Craft,68.13738268,27.32681575,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_52/121-016-x.png,,,,,,,,,,,,
121-022-X,7,8,16,-8,Late III,Metal,,,Artefacts,Craft,68.13728907,27.326731644637857,Making / Craft / Food,,,,,,,,,,,,,
121-030-X,9,10,86,-8.4,Late III,Metal,,,Artefacts,Craft,68.13711556472455,27.32711609513018,Making / Craft / Food,,,,,,,,,,,,,
121-041-X,9,8,16,-6.4,Late II,Metal,,,Artefacts,Craft,68.13686443,27.32711984250432,Making / Craft / Food,,,,,,,,,,,,,
122-003-X,9,8,10,-6.7,Late II,Metal,,,Artefacts,Craft,68.13686443,27.32711984250432,Making / Craft / Food,,,,,,,,,,,,,
122-005-X,9,7,17,-9.6,Late III,Metal,,,Artefacts,Craft,68.13684339292682,27.32681827002492,Making / Craft / Food,,,,,,,,,,,,,
122-007-X,7,4,70,-7.5,Late III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,,,,,,,,,,,,,
122-008-X,7,4,70,-7.5,Late III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,,,,,,,,,,,,,
122-009-X,9,6,36,-5.8,Late II,Metal,,,Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
122-012-X,7,10,,-8,Late III,Metal,,,Artefacts,Craft,,,Making / Craft / Food,,,,,,,,,,,,,
123-003-X,7,4,70,-7.5,Late III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,,,,,,,,,,,,,
123-004-X,10,4,70,-4.9,Late Ib,Metal,,,Artefacts,Craft,68.13657194616044,27.32668986116248,Making / Craft / Food,,,,,,,,,,,,,
123-006-X,9,6,36,-6.6,Late II,Metal,,,Artefacts,Craft,68.13691437157924,27.326887650571138,Making / Craft / Food,,,,,,,,,,,,,
123-009-X,10,4,82,-15.5,Intermediate II,Metal,,,Artefacts,Craft,68.13657194616044,27.32668986116248,Making / Craft / Food,,,,,,,,,,,,,
123-011-X,10,2,20,-16.5,Intermediate III,Metal,,,Artefacts,Craft,68.13696757020749,27.326793023227424,Making / Craft / Food,,,,,,,,,,,,,
123-013-X,9,7,17,-12.8,Intermediate I,Metal,,,Artefacts,Craft,68.13684339292682,27.32681827002492,Making / Craft / Food,,,,,,,,,,,,,
123-016-X,7,5,78,-13.4,Intermediate II,Metal,,,Artefacts,Craft,68.13748123,27.32672203,Making / Craft / Food,,,,,,,,,,,,,
123-018-X,9,7,,-16.3,Intermediate III,Metal,,,Artefacts,Craft,68.13684339292682,27.32681827002492,Making / Craft / Food,,,,,,,,,,,,,
123-023-X,7,4,47,-17.3,Intermediate III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,,,,,,,,,,,,,
123-026-X,7,3,41,-12.1,Intermediate I,Metal,,,Artefacts,Craft,68.13738268,27.32681575,Making / Craft / Food,,,,,,,,,,,,,
123-027-X,4,0,15,-19,Intermediate III,Metal,,,Artefacts,Craft,68.13748153678563,27.32657154220549,Making / Craft / Food,,,,,,,,,,,,,
123-031-X,7,1,,-15,Intermediate II,Metal,,,Artefacts,Craft,68.13715852,27.32673193853581,Making / Craft / Food,,,,,,,,,,,,,
123-032-X,7,4,40,-17.4,Intermediate III,Metal,,,Artefacts,Craft,68.13749372,27.32680897,Making / Craft / Food,,,,,,,,,,,,,
124-001-X,7,0,,-8.4,Late III,Metal,,,Artefacts,Craft,68.1373688,27.32672573,Making / Craft / Food,,,,,,,,,,,,,
124-002-X,4,0,,-5.6,Late II,Metal,,,Artefacts,Craft,68.13748153678563,27.32657154220549,Making / Craft / Food,,,,,,,,,,,,,
124-005-X,10,4,72,-7.3,Late III,Metal,,,Artefacts,Craft,68.13657194616044,27.32668986116248,Making / Craft / Food,,,,,,,,,,,,,
124-006-X,7,3,45,-4.7,Late Ib,Metal,,,Artefacts,Craft,68.13738268,27.32681575,Making / Craft / Food,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_45/124-006-x.png,,,,,,,,,,,,
124-010-X,7,8,16,-8,Late III,Metal,,,Artefacts,Craft,68.13728907,27.326731644637857,Making / Craft / Food,,,,,,,,,,,,,
124-019-X,7,0,8,-8.4,Late III,Metal,,,Artefacts,Craft,68.1373688,27.32672573,Making / Craft / Food,,,,,,,,,,,,,
124-020-X,10,0,8,-8.3,Late III,Metal,,,Artefacts,Craft,68.13681853195092,27.326713129436506,Making / Craft / Food,,,,,,,,,,,,,
