Plate,Block,House,Room,Level_ft,Time_Cat,Feature,Type,Text,N1,Class,x,y,Class_new,Path,,,,,,,,,,,,
070-025-X,7,2,90,-16.5,Intermediate III,Pottery - Incised and Painted,,,Artefacts,Other,68.13726856032412,27.32683601680181,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_2/Room_90/070-025-x.png,,,,,,,,,,,,
070-028-X,7,1,14,-26.7,Early Periods,Pottery - Incised and Painted,,,Artefacts,Other,68.13715852,27.32673193853581,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_1/Room_14/070-028-x.png,,,,,,,,,,,,
070-030-X,7,4,49,-14.3,Intermediate II,Pottery - Incised and Painted,,,Artefacts,Other,68.13749372,27.32680897,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_49/070-030-x.png,,,,,,,,,,,,
070-031-X,9,3,35,-15.9,Intermediate III,Pottery - Incised and Painted,,,Artefacts,Other,68.13723189893246,27.326929151802386,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_3/Room_35/070-031-x.png,,,,,,,,,,,,
070-032-X,7,1,15,-17.2,Intermediate III,Pottery - Incised and Painted,,,Artefacts,Other,68.13715852,27.32673193853581,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_1/Room_15/070-032-x.png,,,,,,,,,,,,
070-033-X,7,2,90,-16.5,Intermediate III,Pottery - Incised and Painted,,,Artefacts,Other,68.13726856032412,27.32683601680181,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_2/Room_90/070-033-x.png,,,,,,,,,,,,
070-034-X,9,3,35,-15.9,Intermediate III,Pottery - Incised and Painted,,,Artefacts,Other,68.13723189893246,27.326929151802386,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_3/Room_35/070-034-x.png,,,,,,,,,,,,
070-035-X,7,4,49,-12.3,Intermediate I,Pottery - Incised and Painted,,,Artefacts,Other,68.13749372,27.32680897,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_49/070-035-x.png,,,,,,,,,,,,
070-036-X,7,4,49,-12.3,Intermediate I,Pottery - Incised and Painted,,,Artefacts,Other,68.13749372,27.32680897,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_49/070-036-x.png,,,,,,,,,,,,
070-038-X,9,3,29,-13.3,Intermediate II,Pottery - Incised and Painted,,,Artefacts,Other,68.13723189893246,27.326929151802386,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_3/Room_29/070-038-x.png,,,,,,,,,,,,
070-039-X,9,3,29,-13.3,Intermediate II,Pottery - Incised and Painted,,,Artefacts,Other,68.13723189893246,27.326929151802386,Feeding / holding,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_3/Room_29/070-039-x.png,,,,,,,,,,,,
072-001-X,4,0,10,-8,Late III,Human Figure,Figurine,"Pottery; no slip. The prominent nose was made by pinching up the front of the pellet-like head so as to form a slight hollow on each side, in which the eyes made of circular flat pellets were placed. The mouth is a mere cut. The back of the head to the right side of the head so that the end can just be seen in the illustration. The breasts are represented by pellets of clay. The arms and the rest of the body below the waist are missing. ",Artefacts,Domestic,68.13748153678563,27.32657154220549,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_4/House_0/Room_10/072-001-x.png,,,,,,,,,,,,
072-002-X,9,7,17,-10.5,Intermediate I,Human Figure,Figurine,"Pottery; with a red slip. This roughly modelled figure represents a very matronly woman nursing an infant at her right breast. The figure of the infant has, however, almost entirely gone and only a portion of the legs remains. The mother had originally two footless pointed legs like the one seen in the photo, but as they could not possibly support her properly, a pedestal was placed behind them, with the help of which despite its being broken the figure still stands upright. The head is very roughly modelled, a mere pinch sufficing to form the nose; and the usual round pellets serve as eyes, though an indentation in the centre of each to represent the pupil is very unusual feature. Possibly this was a votive figure intended to be placed in a shrine, either for the purpose of obtaining offspring or in thanks for the arrival of one. ",Artefacts,Domestic,68.13684339292682,27.32681827002492,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_7/Room_17/072-002-x.png,,,,,,,,,,,,
072-003-X,9,10,81,-6.7,Late II,Human Figure,Figurine,"Pottery, once with a red slip. This very roughly fashioned figure is of interest because the left leg, part of which unfortunately missing, was raised to suggest either walking or dancing. The head is flat and the eyes are represented by two slightly elongated discs. There is no nose to speak of, and no attempt at a mouth. The arms are merely added strips of clay, and the figure is not carrying something under the arm as appears at first sight. ",Artefacts,Domestic,68.13711556472455,27.32711609513018,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_10/Room_81/072-003-x.png,,,,,,,,,,,,
072-007-X,10,3,,-11.2,Intermediate I,Human Figure,Figurine,"Pottery, once coated with a red slip. The eyes are as usual flat, elongated pellets, the mouth an incised strup of clay set in a deep cut. A short necklet, from which four ornaments hang in front, appears to represent two strings of beads. The long scarf round the neck, with its two ends apparently fastened by a brooch, hangs so loosely that it much represent some kind of woven material. This figurine, obviousy that of a male, wears the horns of a bull. There are no ears and though the figure was evidently carefully made there is a general absence of detail. ",Artefacts,Domestic,68.13672757,27.32667561489865,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_10/House_3/Room_0/072-007-x.png,,,,,,,,,,,,
072-008-X,9,3,30,-4.9,Late Ib,Human Figure,Figurine,"Pottery, coated liberally with a red wash. This male figure is complete, except for the feet and a small portion of the beard. It is very carefully modelled, save the hands which are merely flattened extrmeities. The oval eyes were set with a slight slant upwards towards the bridge of the nose. The mouth is indicated in the usual way and a very prominent, broad, projecting beard is a distinguishing feature. The hair is represented as a broad flat mass drawn from the forehead in a loop with end secured by a fillet, which when the figure was complete passed across the forehead. Part of the genital organs is missing. The figurine is covered in many places with black patchy deposits which are, however, of too coarse a nature to have been another slip applied over the red wash. Possibly the figure was anointed on a ceremonial occasions with butter which are carbonized. ",Artefacts,Domestic,68.13723189893246,27.326929151802386,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_3/Room_30/072-008-x.png,,,,,,,,,,,,
072-009-X,9,3,30,-4.9,Late Ib,Human Figure,Figurine,"Pottery, with no signs of slip. ",Artefacts,Domestic,68.13723189893246,27.326929151802386,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_3/Room_30/072-009-x.png,,,,,,,,,,,,
072-010-X,9,3,30,-4.9,Late Ib,Human Figure,Figurine,"Pottery, with no signs of slip. ",Artefacts,Domestic,68.13723189893246,27.326929151802386,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_3/Room_30/072-010-x.png,,,,,,,,,,,,
073-003-X,10,3,64,-9.7,Late III,Human Figure,Figurine,"Pottery, with a light red wash. Fanshaped portion of head-dress badly damaged, but the well-preserved panniers have  soot-like martks inside. A medallion above the forehead holds the bands supporting the panniers in place and apparently there was once another medallion attached in front of the pannier above the left car. Traces of white plaster still remain in the interstices of the ornamentation. The oval eye-pellets are horizontally set and the mouth carefully shaped. There are the usual tight necklaces, but nothing remains below them.",Artefacts,Domestic,68.13672757,27.32667561489865,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_10/House_3/Room_64/073-003-x.png,,,,,,,,,,,,
073-004-X,7,2,89,-7.3,Late III,Human Figure,Figurine,"Pottery, with traces of a dark red slip or wash. On the head of this female figurine there are patches of a white concretion which looks like the remains of a stucco covering. If it were thus originally plastered, it would be like No. 3 above. This white coating now only remains around the face, and the stucco may have been quite local. The eyes are very elongated and horizontally set, the nose very prominently pinched up. The mouth is indicated in the usual way by indenting a strip of clay to form the lips. The fan-shaped portion of the head-dress is more than usually upstanding, and the pannier-like objects on each side of the head are partly hidden from the front view by various supporting bands which were ornamented by pellets of clay, intended perhaps to represent medallions. The ends of two of these strips are brought so far forward on each side of the face as partially to obscure the features. The interiors of both panniers are stained black. This is somewhat roughly made figurine, though evidently the work of experienced hands. ",Artefacts,Domestic,68.13726856032412,27.32683601680181,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_2/Room_89/073-004-x.png,,,,,,,,,,,,
073-005-X,9,2,8,-4.3,Late Ib,Human Figure,Figurine,"Bronze. A beautifully modelled foot which may have belonged to a statue similar to the one seen in No.9, 11. The curiously shaped anklet is a pattern is made of silver. The ankle is if anything a little too slender for the size of the foot, but this may have been a convention, for the limbs of both the bronze statues are remarkably thin and attenuated. ",Artefacts,Domestic,68.13703904,27.32700430879081,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_2/Room_8/073-005-x.png,,,,,,,,,,,,
073-008-X,7,4,70,-11.4,Intermediate I,Human Figure,Figurine,"Pottery, with a dark red slip. Oval eye-pellets and the mouth a mere dent. No attempt to represent either hair or head-dress. Genital organs well defined, and show no trace of circumcision. Navel marked by an unnecessarily deep hole. Roughly made, though great care was taken over certain details. Though the right arm is complete, no attempt was made to represent a hand, and with very little missing it is clear that both the feet were similarly undefined. The curious attitude of this figure cannot be considered accidental since the posture of the legs is the same as no. 2",Artefacts,Domestic,68.13749372,27.32680897,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_70/073-008-x.png,,,,,,,,,,,,
073-009-X,9,10,81,-8.6,Late III,Human Figure,Figurine,"Bronze. An exceptionally well-modelled figure of a dancing girl which, unfortunately, has suffered badly from corrosion. The figure now published stands with the feet close together and left arm, which is heavily loaded with bracelets, has the hand on the hip. The right arm is brought in front of the body with the hand curved slightly upwards as if to hold something. The hair appears to have been tied at the back of the head with a part hanging down, but the details are obscured by corrosion. There is a very distinct bow, however, at the nape of the neck. There are no indications of anklets being worn. A tang below the feet served to afflix this little figure to a stand. ",Artefacts,Domestic,68.13711556472455,27.32711609513018,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_10/Room_81/073-009-x.png,,,,,,,,,,,,
073-010-X,9,10,81,-8.6,Late III,Human Figure,Figurine,"Bronze. An exceptionally well-modelled figure of a dancing girl which, unfortunately, has suffered badly from corrosion. The figure now published stands with the feet close together and left arm, which is heavily loaded with bracelets, has the hand on the hip. The right arm is brought in front of the body with the hand curved slightly upwards as if to hold something. The hair appears to have been tied at the back of the head with a part hanging down, but the details are obscured by corrosion. There is a very distinct bow, however, at the nape of the neck. There are no indications of anklets being worn. A tang below the feet served to afflix this little figure to a stand. ",Artefacts,Domestic,68.13711556472455,27.32711609513018,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_10/Room_81/073-010-x.png,,,,,,,,,,,,
073-011-X,9,10,81,-8.6,Late III,Human Figure,Figurine,"Bronze. An exceptionally well-modelled figure of a dancing girl which, unfortunately, has suffered badly from corrosion. The figure now published stands with the feet close together and left arm, which is heavily loaded with bracelets, has the hand on the hip. The right arm is brought in front of the body with the hand curved slightly upwards as if to hold something. The hair appears to have been tied at the back of the head with a part hanging down, but the details are obscured by corrosion. There is a very distinct bow, however, at the nape of the neck. There are no indications of anklets being worn. A tang below the feet served to afflix this little figure to a stand. ",Artefacts,Domestic,68.13711556472455,27.32711609513018,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_10/Room_81/073-011-x.png,,,,,,,,,,,,
074-011-X,9,10,85,-6.6,Late II,Animals,Model animal,"Shell. A very carefully carved bull''s head with sockets for the eyes, ears and horns, which were doubtless made of some rare material afterwards removed. This head was probably cemented by the flat surface at the back to a body.  ",Artefacts,Domestic,68.13711556472455,27.32711609513018,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_10/Room_85/074-011-x.png,,,,,,,,,,,,
074-015-X,7,3,39,-9,Late III,Human Figure,Figurine,"Pottery, with a red slip. The large carrings worn by this figurine of a woman are represented by circular strips of clay. This cap was secured to the head by a fillet, or perhaps the band may represent the loweredge of the cap itself. The lack of slip on this part of the fiure suggests that it was intended to represent a cap made of a white material. ",Artefacts,Domestic,68.13738268,27.32681575,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_3/Room_39/074-015-x.png,,,,,,,,,,,,
074-022-X,9,8,18,-13.4,Intermediate II,Human Figure,Figurine,"Pottery; no slip. A mask with hollow back, made in a mould and roughly finished behind. The horns seem to be those of a bison, and ears are roughly indicated below them by the addition of strips of clay. Two holes for attachment. ",Artefacts,Domestic,68.13686443,27.32711984250432,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_8/Room_18/074-022-x.png,,,,,,,,,,,,
075-002-X,7,8,28,-22.7,Early Periods,Human Figure,Figurine,"Pottery, with traces of a red slip. This figure, which is perhaps that of a woman, holds to its breast around object which may be a dum. There is the usual fan-shaped head-dress and a fillet is worn round the forehead. The remaining leg is short and appears to be deformed. A slight, but unfortunately, broken projection behind the neck suggests that the hair was worn in a knot behind the head. ",Artefacts,Domestic,68.13728907,27.326731644637857,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_8/Room_28/075-002-x.png,,,,,,,,,,,,
075-008-X,7,5,51,-12,Intermediate I,Human Figure,Figurine,Pottery; no slip. The single necklace is unfortunately broken. A cone worn on the top of the head just in front of the head-dress is exactly like that commonly worn by the women of the Punjab at the present day.,Artefacts,Domestic,68.13748123,27.32672203,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_5/Room_51/075-008-x.png,,,,,,,,,,,,
075-010-X,9,6,34,-14.4,Intermediate II,Human Figure,Figurine,"Pottery, with a red slip. From its lightness this figure is probabably hollow. What may have been a fan-shaped head-dress is broken off, but there seems to have been a flat wing on either side of it, parts of which remain and are much ornamented. On the arms, one of which is unbroken, there are bangles and armlets, and an anklet is seen on the remaining leg. The ornaments worn round the neck may be bands of material studded with sewn-on ornaments. The nostrils are indicated by two small holes, a rare refinement in this class of figure. ",Artefacts,Domestic,68.13691437157924,27.326887650571138,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_6/Room_34/075-010-x.png,,,,,,,,,,,,
075-012-X,7,9,31,-13.4,Intermediate II,Human Figure,Figurine,"Pottery; no slip. Similar in all essential respects to No. 7 on the same plate. The breasts are, however, more pendant and the infant is hardly recognisable as such. This figurineis hollow and very roughly made. ",Artefacts,Domestic,68.13711358892812,27.32680866020456,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_9/Room_31/075-012-x.png,,,,,,,,,,,,
075-013-X,7,8,,-18.2,Intermediate III,Human Figure,Figurine,"Pottery, with a red slip. A dancing figure with short, squat legs, wearing a scarf and a fillet round the head but otherwise nude. The head-dress suggests that it is meant to represent a woman, though no breasts are indicated. ",Artefacts,Domestic,68.13728907,27.326731644637857,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_8/Room_0/075-013-x.png,,,,,,,,,,,,
075-014-X,7,1,3,-29.9,Early Periods,Human Figure,Figurine,"Pottery; no slip. Torso of a woman clasping a baby to her breast which is hidden by a number of necklaces that are arranged in double rows-possibly to represent double strings of beads.- and have their ends brought to the front. These necklaces though apparently continued round the back of the figure are not so in reality. Roughly fashioned, especially the figure of the infant. ",Artefacts,Domestic,68.13715852,27.32673193853581,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_1/Room_3/075-014-x.png,,,,,,,,,,,,
075-018-X,10,0,,-17.7,Intermediate III,Human Figure,Figurine,"Pottery, with traces of a red wash. This is a side view of the head and shoulders of a female figure wearing tight necklaces, apparently of double strings of beads, and very unusual ornaments on either side of the head. ",Artefacts,Domestic,68.13681853195092,27.326713129436506,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_10/House_0/Room_0/075-018-x.png,,,,,,,,,,,,
075-019-X,7,4,49,-15,Intermediate II,Human Figure,Figurine,"Pottery; no slip. Hollow pottery head and shoulders of a woman with very prominent breasts. The sides of the fan-shaped head-dress are swathed with twisted and ornamented bands of material. Below two necklaces fairly close round the throat there is a long thin scarf which seems to be fastened to a girdle by a medallion just though the modelling in general is rough, and an impression is conveyed of a wealthy woman who was fond of good living. Though the figure is hollow, the walls are very thick, and it is not well baked. ",Artefacts,Domestic,68.13749372,27.32680897,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_49/075-019-x.png,,,,,,,,,,,,
076-001-X,9,8,18,-13.4,Intermediate II,Human Figure,Figurine,"Pottery; no slip. A hollow, horned mask, made in a mould, with a hole on each side just below the ears.",Artefacts,Domestic,68.13686443,27.32711984250432,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_8/Room_18/076-001-x.png,,,,,,,,,,,,
076-002-X,9,6,78,-18.6,Intermediate III,Human Figure,Figurine,"Pottery; no slip. A hollow mask with holes at the sides for tying it on; very similar to others found in the lower levels, but surmounted with spiral horns, possibly those of a goat, instead of the usual bovine ones. ",Artefacts,Domestic,68.13691437157924,27.326887650571138,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_6/Room_78/076-002-x.png,,,,,,,,,,,,
076-005-X,7,4,69,-23.1,Early Periods,Human Figure,Figurine,"Pottery, with a red slip. The bust of a woman as shown by the prominent breasts. The two pairs of horns of which the hinder ones are borken, may  from their somewhat bird-like form have been intended to represent doves perched on the head of a female deity. A figurine is very roughly made and it lacks the usual jewellery indicated by strips and pellets of clay. In their place a necklace was represented in white paint. ",Artefacts,Domestic,68.13749372,27.32680897,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_69/076-005-x.png,,,,,,,,,,,,
076-007-X,7,1,14,-30,Early Periods,Human Figure,Figurine,"Pottery, with a red slip. Seated figure of a woman wearing a high, tight neckleace, a fillet round the forehead, and apparently long hanging earings-unless these last are ornaments suspended from the fan-shaped head-dress. The size of the head and neck is out of all proportion to the shapeless body. The base of the figure is slightly rounded, but it stands well nevertheless and may have been used in a board game.",Artefacts,Domestic,68.13715852,27.32673193853581,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_1/Room_14/076-007-x.png,,,,,,,,,,,,
076-008-X,7,8,25,-22.1,Early Periods,Human Figure,Figurine,"Pottery, with traces of red applied over a thick pinkish slip. Two pottery faces, apparently made in the same mould, were joined together back to back to make this Janus-like head, the material squeezed up between them serving to represent a head-dress. THis double head appears to have been attached to a single body, as the base of the joined becks shows a definitely single fracture. The slanting eyes seem to have been touched up with a graver. ",Artefacts,Domestic,68.13728907,27.326731644637857,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_8/Room_25/076-008-x.png,,,,,,,,,,,,
076-009-X,4,0,8,-20.4,[check data],Human Figure,Figurine,"Pottery, with a cream slip. This face was made in a mould and the head-dress added afterwards. A joint can be distinguished all round the face. The eyes are Mongolian in characer, and the high cheek bones characteristic of that race are well accentuated. Whether the smile is inentional, it is difficult to say. The high head-dress suggests a woman, though the face itself is more like that of a man. ",Artefacts,Domestic,68.13748153678563,27.32657154220549,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_4/House_0/Room_8/076-009-x.png,,,,,,,,,,,,
076-010-X,7,5,68,-21.5,Early Periods,Human Figure,Figurine,"Pottery; no slip. A roughly modelled figure, probably that of a woman, with the hair hanging down the back. THis figure is unusual in that it is fixe on a pottery stand. ",Artefacts,Domestic,68.13748123,27.32672203,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_5/Room_68/076-010-x.png,,,,,,,,,,,,
076-013-X,10,1,11,-20.7,Early Periods,Human Figure,Figurine,"Pottery, with a red slip. Upper part of the figure of a woman holding a child to her left breast. The tall head-dress has a medallion on side and the fracture where another has broken off on the other side. These two medallions were connected by a strip of clay. ",Artefacts,Domestic,68.13695734039524,27.326673394270657,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_10/House_1/Room_11/076-013-x.png,,,,,,,,,,,,
076-017-X,7,8,28,-20.8,Early Periods,Human Figure,Figurine,"Pottery; no slip. This is a seated female(?) figure with the feet projecting very slightly. As the base is flat and the figure quite stable, it is possible that it is a piece used in a board game. ",Artefacts,Domestic,68.13728907,27.326731644637857,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_8/Room_28/076-017-x.png,,,,,,,,,,,,
076-026-X,9,8,18,-16.6,Intermediate III,Human Figure,Figurine,"Pottery, with traces of a red slip. This very unusual object consists of a somewhat irregular plaque with a flat, smooth base and slightly rounded upper surface, from one end of which there projects strip of clay for the mouth. Slightly beyond this head the plaque terminates in the head of a bull-like animal, whose horns have unfortunately been broken off. These two heads face in opposite directions. The base of the plaque is smooth, but it seems never to have been coloured red, and it may have been affixed to a clay body to represent the multi-headed animals that are sometimes, though rarely, depicted on the seals; or it may have served to ornament a jar, though we have not as yet found a jar so decorated. ",Artefacts,Domestic,68.13686443,27.32711984250432,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_8/Room_18/076-026-x.png,,,,,,,,,,,,
077-002-X,7,7,58,-9.4,Late III,Animals,Model animal,"Pottery, with a dark red slip. An animal with short straight horns which may have been intended to be an antelope, though it has a long tail. Round pellets for eyes but no other details of face or body shown. ",Artefacts,Domestic,68.13735250456675,27.326651737149003,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_7/Room_58/077-002-x.png,,,,,,,,,,,,
077-003-X,9,10,83,-5.2,Late II,Animals,Model animal,"Pottery, with no slip nor traces of colour. With its downward drooped wings, this may represent a dove. Two holes in the base of the figure just below the neck evidently took small peg legs. Very careful work as though made in a mould and touched up afterwards. ",Artefacts,Domestic,68.13711556472455,27.32711609513018,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_10/Room_83/077-003-x.png,,,,,,,,,,,,
077-006-X,10,1,3,-10.9,Intermediate I,Animals,Model animal,"Pottery, without any slip. A small rough model of a bird whose crest and long tail suggest the crested bunting. Its stand has a slightly concave base. ",Artefacts,Domestic,68.13695734039524,27.326673394270657,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_10/House_1/Room_3/077-006-x.png,,,,,,,,,,,,
077-007-X,7,9,30,-11.6,Intermediate I,Animals,Model animal,"Pottery, with neither slip nor traces of colouring. Very careful work as if made in a mould and trimmed up afterwards. Possiblyy a dove. Of the three holes in the base, two evidently took the stick legs and the third a support to be fixted in a pedestal. ",Artefacts,Domestic,68.13711358892812,27.32680866020456,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_9/Room_30/077-007-x.png,,,,,,,,,,,,
077-009-X,9,9,66,-10.8,Intermediate I,Animals,Model animal,"Faience, with traces of apple-green glaze. Eyes and nostrils indicated by small pittings and the mouth by a cut. Perforated longtitudinlly, and obviously intended to be worn on a cord as an amulet. Very roughly finsihed. ",Artefacts,Domestic,68.13699991543639,27.32712846,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_9/Room_66/077-009-x.png,,,,,,,,,,,,
077-010-X,10,4,73,-10.5,Intermediate I,Animals,Model animal,"Pottery, with traces of a thick white slip which was probably once coloured. Two holes to take stick legs. Well modelled but roughly finished. ",Artefacts,Domestic,68.13657194616044,27.32668986116248,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_10/House_4/Room_73/077-010-x.png,,,,,,,,,,,,
077-014-X,7,4,19,-11.5,Intermediate I,Animals,Model animal,"Pottery, with a red wash. Heas with the long, spiral, laterla horns of a goat, an animal which seems to have been sacred among the Indus Valley people. It seems to have been supported on a stick, for which there is a rough hole. No details other than round eyes and quite indefinite ears are to be seen. ",Artefacts,Domestic,68.13749372,27.32680897,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_7/House_4/Room_19/077-014-x.png,,,,,,,,,,,,
077-015-X,9,4,6,-6.8,Late II,Animals,Model animal,"Bronze(?) Figure of a eam in couchant position. Though carefully made, corrosion has removed much of the detail. A small pit on the shoulders suggests that it was intended to drill a hole to take a cord.",Artefacts,Domestic,68.13696016573564,27.326984249612284,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_4/Room_6/077-015-x.png,,,,,,,,,,,,
077-017-X,9,0,90,-8.2,Late III,Animals,Model animal,"Pottery. Small dog with a curled tail and lop ears. Nostrils and mouth not indicated, but the eyes are represented by round pellets. Roughly modelled, possibly a child. ",Artefacts,Domestic,68.13713331005422,27.326970543563384,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_0/Room_90/077-017-x.png,,,,,,,,,,,,
077-018-X,9,3,29,-1.9,Late Ia,Animals,Model animal,"Pottery, formerly covered with a red wash. A curious, dog-like beast with broad erect ears and a very definite beard roughly incised to represent the separate hairs. Both ears adn nostrils are further elaborated by holes. The pellet eyes are now missing, and so is the rial. ",Artefacts,Domestic,68.13723189893246,27.326929151802386,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_3/Room_29/077-018-x.png,,,,,,,,,,,,
077-019-X,9,9,65,-11.5,Intermediate I,Animals,Model animal,"Faience, with no trace of glaze left. Soft white paste resembling powdered wteatite. Dog with long pricked ears, and the eyes, nostrils and mouth represented by indentations. Badly weathered, with portion missing. ",Artefacts,Domestic,68.13699991543639,27.32712846,Play / Spiritual,https://raw.githubusercontent.com/LIAVH-MLab/mohenjo-daro/refs/heads/master//Block_9/House_9/Room_65/077-019-x.png,,,,,,,,,,,,
